scenario_id,plant,tier,workflow,n_runs,n_completed,level_n,level_mean,seed_n,seed_mean,replicate_n,replicate_mean,launched_n,launched_mean,completed_n,completed_mean,state_valid_n,state_valid_mean,returncode_n,returncode_mean,invalid_actions_n,invalid_actions_mean,budget_refusals_n,budget_refusals_mean,tool_errors_n,tool_errors_mean,injected_failures_n,injected_failures_mean,tool_failures_recorded_n,tool_failures_recorded_mean,verifier_rejections_n,verifier_rejections_mean,retries_n,retries_mean,fallbacks_n,fallbacks_mean,guards_tripped_n,guards_tripped_mean,steps_completed_n,steps_completed_mean,attribution_exact_n,attribution_exact_mean,attribution_partial_n,attribution_partial_mean,primary_in_truth_n,primary_in_truth_mean,drift_applicable_n,drift_applicable_mean,false_kinetic_drift_n,false_kinetic_drift_mean,kinetic_parameters_reported_n,kinetic_parameters_reported_mean,kinetic_update_offered_n,kinetic_update_offered_mean,abstention_applicable_n,abstention_applicable_mean,flag_sensor_correct_n,flag_sensor_correct_mean,claims_n,claims_mean,claims_unsupported_n,claims_unsupported_mean,unsupported_claim_rate_n,unsupported_claim_rate_mean,forecast_verified_n,forecast_verified_mean,ensemble_n,ensemble_mean,constraint_violations_n,constraint_violations_mean,balance_verified_n,balance_verified_mean,n_cod_inadmissible_n,n_cod_inadmissible_mean,recovery_scored_n,recovery_scored_mean,recovery_n_n,recovery_n_mean,recovery_mean_abs_error_n,recovery_mean_abs_error_mean,recovery_mean_rel_error_n,recovery_mean_rel_error_mean,recovery_coverage_n,recovery_coverage_mean,recovery_at_bound_n,recovery_at_bound_mean,q_gas_stp_dry_mae_n,q_gas_stp_dry_mae_mean,q_gas_stp_dry_rmse_n,q_gas_stp_dry_rmse_mean,q_gas_stp_dry_nrmse_n,q_gas_stp_dry_nrmse_mean,q_gas_stp_dry_bias_n,q_gas_stp_dry_bias_mean,q_gas_stp_dry_coverage_50_n,q_gas_stp_dry_coverage_50_mean,q_gas_stp_dry_coverage_90_n,q_gas_stp_dry_coverage_90_mean,q_gas_stp_dry_interval_score_90_n,q_gas_stp_dry_interval_score_90_mean,q_gas_stp_dry_crps_n,q_gas_stp_dry_crps_mean,pH_mae_n,pH_mae_mean,pH_rmse_n,pH_rmse_mean,pH_nrmse_n,pH_nrmse_mean,pH_bias_n,pH_bias_mean,pH_coverage_50_n,pH_coverage_50_mean,pH_coverage_90_n,pH_coverage_90_mean,pH_interval_score_90_n,pH_interval_score_90_mean,pH_crps_n,pH_crps_mean,simulator_evals_n,simulator_evals_mean,simulator_evals_budget_n,simulator_evals_budget_mean,simulator_evals_fraction_n,simulator_evals_fraction_mean,assay_units_n,assay_units_mean,assay_units_budget_n,assay_units_budget_mean,wall_clock_s_n,wall_clock_s_mean,wall_clock_budget_min_n,wall_clock_budget_min_mean,wall_clock_fraction_n,wall_clock_fraction_mean,log_span_s_n,log_span_s_mean,tool_runtime_s_n,tool_runtime_s_mean,n_calls_n,n_calls_mean,meter_agrees_with_summary_n,meter_agrees_with_summary_mean,self_report_mismatch_n,self_report_mismatch_mean,uncertainty_reduction_n,uncertainty_reduction_mean,uncertainty_reduction_per_assay_unit_n,uncertainty_reduction_per_assay_unit_mean,cod_closure_mean_n,cod_closure_mean_mean,cod_balance_error_n,cod_balance_error_mean,charge_drift_n,charge_drift_mean,charge_consistent_n,charge_consistent_mean,ch4_fraction_mae_n,ch4_fraction_mae_mean,ch4_fraction_rmse_n,ch4_fraction_rmse_mean,ch4_fraction_nrmse_n,ch4_fraction_nrmse_mean,ch4_fraction_bias_n,ch4_fraction_bias_mean,ch4_fraction_coverage_50_n,ch4_fraction_coverage_50_mean,ch4_fraction_coverage_90_n,ch4_fraction_coverage_90_mean,ch4_fraction_interval_score_90_n,ch4_fraction_interval_score_90_mean,ch4_fraction_crps_n,ch4_fraction_crps_mean,vfa_titrimetric_mae_n,vfa_titrimetric_mae_mean,vfa_titrimetric_rmse_n,vfa_titrimetric_rmse_mean,vfa_titrimetric_nrmse_n,vfa_titrimetric_nrmse_mean,vfa_titrimetric_bias_n,vfa_titrimetric_bias_mean,vfa_titrimetric_coverage_50_n,vfa_titrimetric_coverage_50_mean,vfa_titrimetric_coverage_90_n,vfa_titrimetric_coverage_90_mean,vfa_titrimetric_interval_score_90_n,vfa_titrimetric_interval_score_90_mean,vfa_titrimetric_crps_n,vfa_titrimetric_crps_mean,tan_mae_n,tan_mae_mean,tan_rmse_n,tan_rmse_mean,tan_nrmse_n,tan_nrmse_mean,tan_bias_n,tan_bias_mean,tan_coverage_50_n,tan_coverage_50_mean,tan_coverage_90_n,tan_coverage_90_mean,tan_interval_score_90_n,tan_interval_score_90_mean,tan_crps_n,tan_crps_mean,false_kinetic_update_n,false_kinetic_update_mean,abstention_correct_n,abstention_correct_mean,abstention_fraction_n,abstention_fraction_mean
S3-01,B,B,p0,1,1,1,3,1,1031,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,2,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,3,1,0.520477,1,0.520477,1,1,1,0.666667,1,397.37,1,504.551,1,0.44993,1,122.999,1,0.0638298,1,0.0638298,1,7408.99,1,385.088,1,0.0252235,1,0.0311763,1,0.931266,1,0.00631665,1,0.104167,1,0.208333,1,0.386727,1,0.0227124,1,330,1,600,1,0.55,1,3,1,4,1,4532.37,1,120,1,0.629496,1,4532.19,1,4531.48,1,30,1,1,1,0,1,0,1,0,1,0.0334302,1,0.0334302,1,0.246334,1,0,1,0.021033,1,0.0249905,1,1.34984,1,0.0200787,1,0.0212766,1,0.0425532,1,0.39803,1,0.0204529,1,0.0521169,1,0.0552056,1,0.751575,1,0.0101838,1,0.5,1,0.666667,1,0.254934,1,0.0346965,1,0.0442963,1,0.0584753,1,0.57102,1,-0.00253666,1,0.285714,1,0.571429,1,0.483015,1,0.0363309,1,1,,,,
S3-01,B,C,p0,1,1,1,3,1,1031,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,2,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,4,1,0.320959,1,0.320959,1,0.75,1,0.25,1,398.717,1,505.649,1,0.450416,1,80.9138,1,0.0416667,1,0.0416667,1,7569.41,1,389.965,1,0.027122,1,0.0326819,1,0.948435,1,-0.00761355,1,0,1,0.163265,1,0.430753,1,0.0247838,1,377,1,600,1,0.628333,1,3,1,4,1,5100.22,1,120,1,0.708363,1,5100.04,1,5099.28,1,37,1,1,1,0,1,0.644867,1,0.214956,1,0.0386827,1,0.0386827,1,0.273237,1,0,1,0.0217184,1,0.0256341,1,1.36812,1,0.0212679,1,0,1,0,1,0.423748,1,0.0215101,1,0.0628992,1,0.0767788,1,0.885722,1,-0.0421529,1,0,1,0.142857,1,1.04405,1,0.058539,1,0.0743089,1,0.0899958,1,0.878822,1,-0.0700576,1,0,1,0.142857,1,1.01211,1,0.0648609,1,1,,,,
S3-01,C,A,p0,1,1,1,3,1,1031,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,6,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,1.09083,1,1.09083,1,1,1,0.5,1,129.16,1,173.127,1,0.501029,1,18.5296,1,0.102564,1,0.102564,1,2355.27,1,123.705,1,0.0587499,1,0.0675957,1,1.31804,1,0.0300692,1,0.0243902,1,0.0243902,1,1.02863,1,0.055058,1,320,1,600,1,0.533333,1,3,1,4,1,4300.27,1,120,1,0.59726,1,4300.09,1,4299.42,1,25,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
S3-01,C,B,p0,1,1,1,3,1,1031,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,2,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.57577,1,0.57577,1,0.5,1,1,1,126.532,1,171.96,1,0.456364,1,5.89601,1,0,1,0.0222222,1,2417.91,1,123.964,1,0.058625,1,0.0689226,1,1.1425,1,0.0277285,1,0,1,0,1,1.11524,1,0.0572038,1,329,1,600,1,0.548333,1,3,1,4,1,5058.57,1,120,1,0.70258,1,5058.39,1,5057.74,1,30,1,1,1,0,1,0.667624,1,0.222541,1,-0.0125485,1,0.0125485,1,0.321443,1,0,1,0.0115234,1,0.0139281,1,1.02708,1,-0.00405261,1,0.0232558,1,0.0232558,1,0.206124,1,0.0110737,1,0.108162,1,0.120613,1,3.6022,1,0.108162,1,0,1,0,1,1.90042,1,0.103207,1,0.0955751,1,0.108571,1,1.83916,1,0.0955751,1,0,1,0,1,1.77967,1,0.0916941,1,1,,,,
S3-01,C,C,p0,1,1,1,3,1,1031,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,4,1,0,1,0,1,0,1,6,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.181926,1,0.181926,1,0.75,1,0,1,137.193,1,183.941,1,0.4729,1,6.98332,1,0,1,0,1,2740.92,1,137.128,1,0.0606626,1,0.0754242,1,1.27228,1,0.0397413,1,0,1,0,1,1.20816,1,0.0605557,1,372,1,600,1,0.62,1,3,1,4,1,4928.65,1,120,1,0.684535,1,4928.46,1,4927.75,1,36,1,1,1,0,1,0.859288,1,0.286429,1,-0.0217892,1,0.0217892,1,0.349766,1,0,1,0.011769,1,0.0140303,1,1.05491,1,-0.00696645,1,0,1,0,1,0.232454,1,0.0117079,1,0.0497825,1,0.060181,1,1.79735,1,0.0493636,1,0,1,0.142857,1,0.964204,1,0.0490704,1,0.118211,1,0.12894,1,2.1842,1,0.118211,1,0,1,0,1,2.36401,1,0.118207,1,0,,,,
S3-02,A,A,p0,1,1,1,3,1,1032,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,6,1,1,1,1,1,11,1,0,1,0,1,0,1,1,1,0,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,5.49704,1,0.649285,1,0.5,1,0,1,38.1668,1,47.7313,1,0.475159,1,-2.97433,1,0,1,0,1,763.151,1,38.1622,1,0.0477956,1,0.0583494,1,1.20629,1,-0.0318566,1,0,1,0,1,0.955781,1,0.0477918,1,233,1,600,1,0.388333,1,3,1,4,1,5823.2,1,120,1,0.808778,1,5823.03,1,5822.16,1,24,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,
S3-02,B,A,p0,1,1,1,3,1,1032,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.518096,1,0.518096,1,0.5,1,0.5,1,319.322,1,443.688,1,0.480938,1,-74.7583,1,0.0930233,1,0.116279,1,6163.02,1,313.779,1,0.0401625,1,0.0508776,1,1.01401,1,-0.0193627,1,0.0454545,1,0.0454545,1,0.725644,1,0.0381929,1,281,1,600,1,0.468333,1,3,1,4,1,3793.11,1,120,1,0.52682,1,3792.93,1,3792.26,1,25,1,1,1,0,1,0.629123,1,0.209708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
S3-02,B,B,p0,1,1,1,3,1,1032,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1.25,1,1.25,1,1,1,1,1,369.607,1,546.792,1,0.503807,1,-130.697,1,0.0652174,1,0.0652174,1,7203.55,1,365.444,1,0.0488177,1,0.0663263,1,1.39254,1,0.0331725,1,0,1,0.0217391,1,0.920373,1,0.0476296,1,302,1,600,1,0.503333,1,3,1,4,1,4063.31,1,120,1,0.564349,1,4063.13,1,4062.36,1,30,1,1,1,0,1,0,1,0,1,-0.0598351,1,0.0598351,1,0.24911,1,0,1,0.00973446,1,0.0126032,1,0.603792,1,0.00222222,1,0.0612245,1,0.0612245,1,0.186359,1,0.00954085,1,0.0541785,1,0.0762181,1,0.75517,1,-0.0516148,1,0,1,0.166667,1,0.909273,1,0.0496926,1,0.036489,1,0.0467388,1,0.441052,1,6.34989e-05,1,0,1,0.285714,1,0.504938,1,0.0317588,1,1,,,,
S3-02,B,C,p0,1,1,1,3,1,1032,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,2,1,1,1,0,1,1,1,4,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,4,1,0.209325,1,0.209325,1,0.5,1,0.25,1,397.269,1,611.68,1,0.516066,1,-166.207,1,0.0416667,1,0.0416667,1,7789.81,1,393.785,1,0.0488002,1,0.0664286,1,1.39468,1,0.0333799,1,0,1,0.0434783,1,0.922106,1,0.0474881,1,399,1,600,1,0.665,1,3,1,4,1,5264.58,1,120,1,0.731192,1,5264.4,1,5263.67,1,37,1,1,1,0,1,0.774415,1,0.258138,1,-0.0661112,1,0.0661112,1,0.24912,1,0,1,0.00937949,1,0.0123382,1,0.597696,1,0.0020704,1,0.0196078,1,0.0392157,1,0.181926,1,0.00924779,1,0.0607825,1,0.0800104,1,0.693339,1,-0.0266299,1,0,1,0,1,1.10555,1,0.0581703,1,0.0365775,1,0.046514,1,0.438931,1,0.00150618,1,0.142857,1,0.142857,1,0.537619,1,0.0320456,1,1,,,,
S3-02,C,A,p0,1,1,1,3,1,1032,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,2,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,2,1,1,1,0,1,1,1,3,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.730286,1,0.730286,1,1,1,0,1,159.595,1,212.048,1,0.599091,1,-98.7246,1,0.0512821,1,0.102564,1,2787.43,1,150.986,1,0.0671424,1,0.0801209,1,1.19378,1,0.0362761,1,0.047619,1,0.0714286,1,1.1295,1,0.063076,1,356,1,600,1,0.593333,1,3,1,4,1,4625.56,1,120,1,0.642439,1,4625.38,1,4624.69,1,25,1,1,1,0,1,0.332945,1,0.110982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
S3-02,C,B,p0,1,1,1,3,1,1032,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,10,1,1,1,0.1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.352101,1,0.352101,1,1,1,0.5,1,184.991,1,243.58,1,0.622361,1,-113.466,1,0.0930233,1,0.116279,1,3193.69,1,173.416,1,0.0406977,1,0.0516179,1,1.71312,1,-0.0312329,1,0.111111,1,0.177778,1,0.583276,1,0.0346396,1,322,1,600,1,0.536667,1,3,1,4,1,4121.68,1,120,1,0.572455,1,4121.49,1,4120.81,1,28,1,1,1,0,1,0.343047,1,0.114349,1,-0.0219448,1,0.0219448,1,0.303857,1,0,1,0.0139266,1,0.0193479,1,1.51816,1,-0.00687616,1,0.255319,1,0.297872,1,0.162424,1,0.0112865,1,0.0782654,1,0.105648,1,1.75466,1,0.0560827,1,0.333333,1,0.5,1,0.553605,1,0.0462202,,,,,,,,,,,,,,,,,1,0,,,,
S3-02,C,C,p0,1,1,1,3,1,1032,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,4,1,0,1,0,1,0,1,15,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.152588,1,0.152588,1,0.25,1,0,1,191.138,1,250.993,1,0.61828,1,-127.408,1,0,1,0,1,3817.83,1,191.012,1,0.0321242,1,0.0378441,1,1.23943,1,-0.024954,1,0,1,0,1,0.634808,1,0.0319592,1,359,1,600,1,0.598333,1,3,1,4,1,4660.27,1,120,1,0.64726,1,4660.09,1,4659.35,1,33,1,1,1,0,1,0.886553,1,0.295518,1,-0.0281004,1,0.0281004,1,0.303983,1,0,1,0.0125703,1,0.0153624,1,1.21784,1,-0.00983559,1,0,1,0,1,0.246586,1,0.012474,1,0.0664171,1,0.0712727,1,1.18373,1,-0.0552216,1,0,1,0,1,1.27548,1,0.0654005,,,,,,,,,,,,,,,,,1,0,,,,
S3-03,A,A,p0,1,1,1,3,1,1033,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,11,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,,,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.29326,1,0.29326,1,0.5,1,0,1,54.8647,1,72.6006,1,0.708029,1,-23.751,1,0.0238095,1,0.0714286,1,1038.42,1,53.6566,1,0.110225,1,0.125715,1,1.74775,1,-0.103481,1,0,1,0,1,2.17953,1,0.109521,1,248,1,600,1,0.413333,1,3,1,4,1,6184.44,1,120,1,0.858951,1,6184.27,1,6183.35,1,24,1,1,1,0,1,0.574083,1,0.191361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
S3-03,B,A,p0,1,1,1,3,1,1033,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.585,1,0.585,1,0.5,1,1,1,312.264,1,426.66,1,0.73263,1,264.433,1,0.0227273,1,0.0227273,1,6068.56,1,307.727,1,0.0529402,1,0.0653218,1,1.19942,1,0.0279273,1,0.0434783,1,0.0434783,1,1.00094,1,0.0514614,1,269,1,600,1,0.448333,1,3,1,4,1,3573.6,1,120,1,0.496333,1,3573.42,1,3572.73,1,25,1,1,1,0,1,0.579571,1,0.19319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
S3-03,B,B,p0,1,1,1,3,1,1033,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.585,1,0.585,1,1,1,1,1,312.957,1,428.868,1,0.740672,1,268.537,1,0.0444444,1,0.0444444,1,5860.97,1,305.201,1,0.0316372,1,0.0389233,1,1.06498,1,-0.0144391,1,0.0612245,1,0.163265,1,0.534898,1,0.0292613,1,306,1,600,1,0.51,1,3,1,4,1,4221.74,1,120,1,0.586353,1,4221.56,1,4220.82,1,30,1,1,1,0,1,0,1,0,1,-0.00869811,1,0.00869811,1,0.232565,1,0,1,0.0105867,1,0.0134207,1,0.683225,1,0.00656208,1,0.0212766,1,0.0638298,1,0.202245,1,0.0103644,1,0.0528204,1,0.0599578,1,0.919203,1,-0.00658335,1,0.2,1,0.2,1,0.715992,1,0.0448122,1,0.0359311,1,0.0387838,1,1.25041,1,0.034846,1,0.142857,1,0.428571,1,0.149217,1,0.0271477,1,1,,,,
S3-03,B,C,p0,1,1,1,3,1,1033,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,2,1,1,1,0,1,1,1,4,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.331993,1,0.331993,1,0.5,1,0.5,1,295.561,1,406.531,1,0.716077,1,245.613,1,0,1,0.0212766,1,5660.52,1,289.536,1,0.0335199,1,0.0410841,1,1.13575,1,-0.0204667,1,0.08,1,0.14,1,0.573027,1,0.0315356,1,359,1,600,1,0.598333,1,3,1,4,1,4736.26,1,120,1,0.657814,1,4736.07,1,4735.36,1,37,1,1,1,0,1,0.67812,1,0.22604,1,-0.0150091,1,0.0150091,1,0.229523,1,0,1,0.0108422,1,0.013662,1,0.671027,1,0.00661782,1,0.0196078,1,0.0588235,1,0.208907,1,0.0106801,1,0.0558926,1,0.0633263,1,0.970846,1,-0.0218006,1,0,1,0,1,0.937848,1,0.052142,1,0.017882,1,0.0196859,1,0.634681,1,0.00938515,1,0.142857,1,0.571429,1,0.0958113,1,0.0114549,1,1,,,,
S3-03,C,A,p0,1,1,1,3,1,1033,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,3,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.518545,1,0.518545,1,1,1,0.5,1,169.126,1,201.494,1,1.02071,1,159.248,1,0.025,1,0.075,1,3067.56,1,161.697,1,0.0763484,1,0.0971161,1,0.911611,1,0.0362735,1,0.0697674,1,0.0930233,1,1.38011,1,0.0731964,1,360,1,600,1,0.6,1,3,1,4,1,4679.13,1,120,1,0.649879,1,4678.95,1,4678.25,1,25,1,1,1,0,1,0.37689,1,0.12563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
S3-03,C,B,p0,1,1,1,3,1,1033,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,3,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.483814,1,0.483814,1,0,1,0.5,1,161.935,1,193.296,1,0.96342,1,138.888,1,0.0454545,1,0.0681818,1,3125.97,1,159.674,1,0.0895099,1,0.101829,1,1.61957,1,0.0881607,1,0,1,0,1,1.70325,1,0.0876024,1,356,1,600,1,0.593333,1,3,1,4,1,4632.47,1,120,1,0.643398,1,4632.29,1,4631.6,1,30,1,1,1,0,1,0.623259,1,0.207753,1,0.0433127,1,0.0433127,1,0.380157,1,0,1,0.0100652,1,0.0129899,1,1.00381,1,0.00290174,1,0.0638298,1,0.170213,1,0.159081,1,0.00913137,1,0.084442,1,0.0902704,1,2.62907,1,0.084442,1,0,1,0.142857,1,1.29999,1,0.075165,1,0.200795,1,0.205428,1,2.47122,1,0.200795,1,0,1,0,1,3.89777,1,0.197336,1,1,,,,
S3-03,C,C,p0,1,1,1,3,1,1033,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,3,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,4,1,0.228568,1,0.228568,1,0.5,1,0.25,1,175.193,1,214.636,1,0.781036,1,137.002,1,0.0212766,1,0.0212766,1,3423,1,172.93,1,0.0899513,1,0.102547,1,1.66205,1,0.0888454,1,0,1,0,1,1.75023,1,0.0885248,1,356,1,600,1,0.593333,1,3,1,4,1,4841.95,1,120,1,0.672493,1,4841.77,1,4841.05,1,37,1,1,1,0,1,0.80751,1,0.26917,1,0.0371073,1,0.0371073,1,0.250249,1,0,1,0.0097116,1,0.012244,1,0.944496,1,0.00178941,1,0.0208333,1,0.0208333,1,0.188325,1,0.00958098,1,0.0654008,1,0.0747881,1,2.17815,1,0.0654008,1,0.142857,1,0.142857,1,1.2106,1,0.0629015,1,0.203827,1,0.208398,1,2.50694,1,0.203827,1,0,1,0,1,3.90759,1,0.19808,1,1,,,,
S4-01,A,A,p0,1,1,1,4,1,1041,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,1,1,0,1,11,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,,,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.481315,1,0.481315,1,0.5,1,0.5,1,38.977,1,50.4861,1,0.489097,1,-0.0486646,1,0.0444444,1,0.0555556,1,733.957,1,37.917,1,0.0328354,1,0.0398658,1,1.12396,1,-0.0110705,1,0,1,0.0117647,1,0.632382,1,0.0322024,1,262,1,600,1,0.436667,1,3,1,4,1,6472.13,1,120,1,0.898907,1,6471.96,1,6471.17,1,24,1,1,1,0,1,0.407953,1,0.135984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
S4-01,B,A,p0,1,1,1,4,1,1041,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.309197,1,0.309197,1,0.5,1,0,1,304.512,1,367.149,1,0.480588,1,196.625,1,0,1,0.0882353,1,5645.34,1,294.727,1,0.15084,1,0.194847,1,1.65295,1,-0.14528,1,0.0277778,1,0.0277778,1,2.891,1,0.147775,1,272,1,600,1,0.453333,1,3,1,4,1,3657.88,1,120,1,0.508038,1,3657.69,1,3657.03,1,25,1,1,1,0,1,0.465954,1,0.155318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
S4-01,B,B,p0,1,1,1,4,1,1041,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,2,1,0,1,0,1,12,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,4,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0.312088,1,0.312088,1,0.5,1,0.5,1,307.521,1,383.804,1,0.470026,1,146.95,1,0,1,0,1,5965.74,1,302.721,1,0.0908845,1,0.120257,1,1.56638,1,-0.0860306,1,0.0232558,1,0.0232558,1,1.7804,1,0.0898466,1,335,1,600,1,0.558333,1,3,1,4,1,5272.18,1,120,1,0.732247,1,5272,1,5271.32,1,30,1,1,1,0,1,0.4609,1,0.153633,1,-0.0256653,1,0.0256653,1,0.346422,1,0,1,0.0122211,1,0.0152582,1,0.855249,1,0.00590114,1,0.0666667,1,0.0666667,1,0.22696,1,0.0117142,1,0.0670587,1,0.0886917,1,0.999721,1,-0.062043,1,0.142857,1,0.142857,1,1.1295,1,0.0626916,1,0.13967,1,0.152251,1,2.04782,1,-0.13967,1,0,1,0,1,2.723,1,0.138424,1,1,,,,
